#Filename,Jaccard,Dice_Coefficient,Accuracy,Precision,Recall,F_Measure
sample_7,0.019518109805290697,0.03828889279665331,0.32350260416666665,0.020015385285280927,0.4399659683079868,0.03828889279665331
sample_8,0.021426473514169042,0.041954020323072855,0.327568359375,0.022162768704582985,0.39207697642163664,0.041954020323072855
