#Filename,Jaccard,Dice_Coefficient,Accuracy,Precision,Recall,F_Measure
sample_5,0.2770419073760812,0.43388068281222664,0.9262662760416667,0.9946144150338031,0.27745812555939137,0.4338806828122266
sample_6,0.5359648043317745,0.697886830245368,0.9509016927083334,0.8861590111399359,0.5755963787748629,0.6978868302453681
